sigla,codigo,id_orgao,papa,administracao,disponivel,subFuncao,despesa,credito,funcao
SME       ,2020J,1112555,OUTRAS DESPESAS CORRENTES,Direta,3,367,0,60,Educação
SME       ,2020J,1183831,OUTRAS DESPESAS CORRENTES,Direta,3,367,0,60,Educação
SME       ,2020J,1268696,OUTRAS DESPESAS CORRENTES,Direta,3,367,0,60,Educação
SME       ,2020J,1336190,OUTRAS DESPESAS CORRENTES,Direta,3,367,0,60,Educação
SME       ,2020J,1352868,INVESTIMENTOS,Direta,4,367,1,60,Educação
SME       ,2020J,1398979,OUTRAS DESPESAS CORRENTES,Direta,3,367,0,60,Educação
SME       ,2020J,1456619,OUTRAS DESPESAS CORRENTES,Direta,3,368,1,60,Educação
SME       ,2020J,1469279,OUTRAS DESPESAS CORRENTES,Direta,4,368,0,120,Educação
SME       ,2020J,1471214,OUTRAS DESPESAS CORRENTES,Direta,3,368,0,60,Educação
SME       ,2020J,1472925,OUTRAS DESPESAS CORRENTES,Direta,3,368,1,60,Educação
SME       ,2020J,1484804,INVESTIMENTOS,Direta,4,368,0,60,Educação
SME       ,2020J,1511033,OUTRAS DESPESAS CORRENTES,Direta,3,368,0,60,Educação
SME       ,2020J,1576513,OUTRAS DESPESAS CORRENTES,Direta,3,368,0,60,Educação
SME       ,2020J,1609002,OUTRAS DESPESAS CORRENTES,Direta,3,368,0,60,Educação
SME       ,2020J,1629771,OUTRAS DESPESAS CORRENTES,Direta,3,368,0,60,Educação
SME       ,2020J,1676594,OUTRAS DESPESAS CORRENTES,Direta,3,368,0,60,Educação
SME       ,2020J,1686551,OUTRAS DESPESAS CORRENTES,Direta,4,368,0,60,Educação
SME       ,2020J,1689639,OUTRAS DESPESAS CORRENTES,Direta,3,122,0,60,Educação
SME       ,2020J,1715896,OUTRAS DESPESAS CORRENTES,Direta,3,122,0,60,Educação
SME       ,2020J,1721270,OUTRAS DESPESAS CORRENTES,Direta,3,122,0,90,Educação
SME       ,2020J,1757766,OUTRAS DESPESAS CORRENTES,Direta,3,122,0,60,Educação
SME       ,2020J,1773377,OUTRAS DESPESAS CORRENTES,Direta,3,122,0,60,Educação
SME       ,2020J,1799111,OUTRAS DESPESAS CORRENTES,Direta,3,122,0,60,Educação
SME       ,2020J,1818673,OUTRAS DESPESAS CORRENTES,Direta,4,122,0,120,Educação
SME       ,2020J,1839386,OUTRAS DESPESAS CORRENTES,Direta,3,128,0,60,Educação
SME       ,2020J,1926668,OUTRAS DESPESAS CORRENTES,Direta,3,128,0,60,Educação
SME       ,2020J,1947156,OUTRAS DESPESAS CORRENTES,Direta,3,128,0,60,Educação
SME       ,2020J,1967783,OUTRAS DESPESAS CORRENTES,Direta,3,128,0,60,Educação
SME       ,2020J,1970390,OUTRAS DESPESAS CORRENTES,Direta,3,361,1,120,Educação
SME       ,2020J,1975209,OUTRAS DESPESAS CORRENTES,Direta,3,361,0,60,Educação
SME       ,2020J,2010232,OUTRAS DESPESAS CORRENTES,Direta,4,361,0,60,Educação
SME       ,2020J,2045084,OUTRAS DESPESAS CORRENTES,Direta,3,361,0,120,Educação
SME       ,2020J,2057803,OUTRAS DESPESAS CORRENTES,Direta,4,361,0,60,Educação
SME       ,2020J,2073016,OUTRAS DESPESAS CORRENTES,Direta,3,362,1,60,Educação
SME       ,2020J,2085209,OUTRAS DESPESAS CORRENTES,Direta,3,362,0,60,Educação
SME       ,2020J,2086400,OUTRAS DESPESAS CORRENTES,Direta,3,362,0,60,Educação
SME       ,2020J,2139353,OUTRAS DESPESAS CORRENTES,Direta,3,362,1,60,Educação
SME       ,2020J,2148681,OUTRAS DESPESAS CORRENTES,Direta,4,362,0,90,Educação
SME       ,2020J,2158048,OUTRAS DESPESAS CORRENTES,Direta,3,365,0,60,Educação
SME       ,2020J,2158196,OUTRAS DESPESAS CORRENTES,Direta,3,365,0,120,Educação
SME       ,2020J,2165164,OUTRAS DESPESAS CORRENTES,Direta,3,365,0,60,Educação
SME       ,2020J,2168833,OUTRAS DESPESAS CORRENTES,Direta,3,365,0,60,Educação
SME       ,2020J,2207874,OUTRAS DESPESAS CORRENTES,Direta,3,365,0,120,Educação
SME       ,2020J,2240349,OUTRAS DESPESAS CORRENTES,Direta,3,365,0,60,Educação
SME       ,2020J,2244332,OUTRAS DESPESAS CORRENTES,Direta,4,365,0,60,Educação
SME       ,2020J,2273119,OUTRAS DESPESAS CORRENTES,Direta,3,365,0,60,Educação
SME       ,2020J,2277857,OUTRAS DESPESAS CORRENTES,Direta,3,365,0,60,Educação
SME       ,2020J,2297896,INVESTIMENTOS,Direta,4,365,0,60,Educação
SME       ,2020J,2313257,OUTRAS DESPESAS CORRENTES,Direta,3,365,0,360,Educação
SME       ,2020J,2318055,OUTRAS DESPESAS CORRENTES,Direta,3,365,1,60,Educação
SME       ,2020J,2330254,OUTRAS DESPESAS CORRENTES,Direta,3,365,0,60,Educação
SME       ,2020J,2355470,OUTRAS DESPESAS CORRENTES,Direta,4,365,0,120,Educação
SME       ,2020J,2358969,OUTRAS DESPESAS CORRENTES,Direta,3,366,1,60,Educação
SME       ,2020J,2363863,OUTRAS DESPESAS CORRENTES,Direta,3,366,0,60,Educação
SME       ,2020J,2365101,OUTRAS DESPESAS CORRENTES,Direta,4,366,1,240,Educação
SME       ,2020J,2369415,OUTRAS DESPESAS CORRENTES,Direta,3,366,0,60,Educação
SME       ,2020J,2375975,OUTRAS DESPESAS CORRENTES,Direta,3,367,0,60,Educação
SME       ,2020J,2397661,OUTRAS DESPESAS CORRENTES,Direta,3,367,0,60,Educação
SME       ,2020J,2398313,INVESTIMENTOS,Direta,3,367,0,60,Educação
SME       ,2020J,2404408,OUTRAS DESPESAS CORRENTES,Direta,3,367,0,60,Educação
SME       ,2020J,2425993,OUTRAS DESPESAS CORRENTES,Direta,4,367,0,60,Educação
SME       ,2020J,2429854,OUTRAS DESPESAS CORRENTES,Direta,3,367,1,60,Educação
SME       ,2020J,2432796,OUTRAS DESPESAS CORRENTES,Direta,3,368,0,60,Educação
SME       ,2020J,2434159,OUTRAS DESPESAS CORRENTES,Direta,4,368,0,60,Educação
SME       ,2020J,2436812,OUTRAS DESPESAS CORRENTES,Direta,3,368,0,60,Educação
SME       ,2020J,2467267,OUTRAS DESPESAS CORRENTES,Direta,3,368,0,60,Educação
SME       ,2020J,2470694,OUTRAS DESPESAS CORRENTES,Direta,4,368,1,60,Educação
SME       ,2020J,2473538,OUTRAS DESPESAS CORRENTES,Direta,3,368,0,60,Educação
SME       ,2020J,2474849,OUTRAS DESPESAS CORRENTES,Direta,3,368,1,60,Educação
SME       ,2020J,2494700,OUTRAS DESPESAS CORRENTES,Direta,3,368,0,60,Educação
SME       ,2020J,2500258,OUTRAS DESPESAS CORRENTES,Direta,3,368,0,120,Educação
SME       ,2020J,2507842,OUTRAS DESPESAS CORRENTES,Direta,3,368,0,60,Educação
SME       ,2020J,2509639,OUTRAS DESPESAS CORRENTES,Direta,3,368,0,90,Educação
SME       ,2020J,2514368,OUTRAS DESPESAS CORRENTES,Direta,4,368,0,60,Educação
SME       ,2020J,2514898,OUTRAS DESPESAS CORRENTES,Direta,3,122,0,60,Educação
SME       ,2020J,2521865,OUTRAS DESPESAS CORRENTES,Direta,3,122,0,60,Educação
SME       ,2020J,2522927,OUTRAS DESPESAS CORRENTES,Direta,3,122,0,60,Educação
SME       ,2020J,2540168,OUTRAS DESPESAS CORRENTES,Direta,3,122,0,60,Educação
SME       ,2020J,2546445,OUTRAS DESPESAS CORRENTES,Direta,3,122,0,60,Educação
SME       ,2020J,2551797,OUTRAS DESPESAS CORRENTES,Direta,4,122,0,60,Educação
SME       ,2020J,2551932,OUTRAS DESPESAS CORRENTES,Direta,3,128,0,60,Educação
SME       ,2020J,2569324,OUTRAS DESPESAS CORRENTES,Direta,3,128,1,60,Educação
SME       ,2020J,2574990,OUTRAS DESPESAS CORRENTES,Direta,3,128,0,60,Educação
SME       ,2020J,2576122,OUTRAS DESPESAS CORRENTES,Direta,3,128,1,60,Educação
SME       ,2020J,2578676,OUTRAS DESPESAS CORRENTES,Direta,3,361,0,120,Educação
SME       ,2020J,2581477,OUTRAS DESPESAS CORRENTES,Direta,3,361,0,60,Educação
SME       ,2020J,2584873,OUTRAS DESPESAS CORRENTES,Direta,3,361,0,120,Educação
SME       ,2020J,2595841,OUTRAS DESPESAS CORRENTES,Direta,4,361,0,60,Educação
SME       ,2020J,2596621,OUTRAS DESPESAS CORRENTES,Direta,3,365,0,60,Educação
SME       ,2020J,2601889,OUTRAS DESPESAS CORRENTES,Direta,3,365,0,60,Educação
SME       ,2020J,2602338,OUTRAS DESPESAS CORRENTES,Direta,4,365,0,120,Educação
SME       ,2020J,2606802,OUTRAS DESPESAS CORRENTES,Direta,3,365,0,60,Educação
SME       ,2020J,2624961,OUTRAS DESPESAS CORRENTES,Direta,3,365,0,60,Educação
SME       ,2020J,2630087,OUTRAS DESPESAS CORRENTES,Direta,4,365,0,210,Educação
SME       ,2020J,2633226,OUTRAS DESPESAS CORRENTES,Direta,3,365,0,60,Educação
SME       ,2020J,2642616,OUTRAS DESPESAS CORRENTES,Direta,3,365,0,90,Educação
SME       ,2020J,2642935,OUTRAS DESPESAS CORRENTES,Direta,3,366,0,60,Educação
SME       ,2020J,2648611,OUTRAS DESPESAS CORRENTES,Direta,3,366,0,60,Educação
SME       ,2020J,2649800,OUTRAS DESPESAS CORRENTES,Direta,3,366,0,60,Educação
SME       ,2020J,2654628,OUTRAS DESPESAS CORRENTES,Direta,3,367,1,60,Educação
SME       ,2020J,2677624,INVESTIMENTOS,Direta,3,367,0,90,Educação
SME       ,2020J,2680312,OUTRAS DESPESAS CORRENTES,Direta,3,367,0,60,Educação
SME       ,2020J,2688166,OUTRAS DESPESAS CORRENTES,Direta,3,367,0,60,Educação
SME       ,2020J,2690062,OUTRAS DESPESAS CORRENTES,Direta,3,367,0,120,Educação
SME       ,2020J,2692514,OUTRAS DESPESAS CORRENTES,Direta,3,367,0,120,Educação
SME       ,2020J,2694788,OUTRAS DESPESAS CORRENTES,Direta,3,367,0,180,Educação
SME       ,2020J,23629,OUTRAS DESPESAS CORRENTES,Direta,3,368,2,60,Educação
SME       ,2020J,25107,OUTRAS DESPESAS CORRENTES,Direta,4,368,0,120,Educação
SME       ,2020J,27891,OUTRAS DESPESAS CORRENTES,Direta,3,368,2,120,Educação
SME       ,2020J,29144,OUTRAS DESPESAS CORRENTES,Direta,3,368,0,120,Educação
SME       ,2020J,31663,OUTRAS DESPESAS CORRENTES,Direta,4,368,0,60,Educação
SME       ,2020J,33666,OUTRAS DESPESAS CORRENTES,Direta,3,368,1,60,Educação
SME       ,2020J,34229,OUTRAS DESPESAS CORRENTES,Direta,3,368,2,120,Educação
SME       ,2020J,34353,OUTRAS DESPESAS CORRENTES,Direta,3,368,0,120,Educação
SME       ,2020J,34431,OUTRAS DESPESAS CORRENTES,Direta,3,368,0,60,Educação
SME       ,2020J,34694,OUTRAS DESPESAS CORRENTES,Direta,3,368,1,60,Educação
SME       ,2020J,34756,OUTRAS DESPESAS CORRENTES,Direta,3,368,1,150,Educação
SME       ,2020J,34863,OUTRAS DESPESAS CORRENTES,Direta,4,368,0,60,Educação
SME       ,2020J,35812,OUTRAS DESPESAS CORRENTES,Direta,3,122,0,60,Educação
SME       ,2020J,39655,OUTRAS DESPESAS CORRENTES,Direta,3,122,0,120,Educação
SME       ,2020J,50993,OUTRAS DESPESAS CORRENTES,Direta,3,122,0,60,Educação
SME       ,2020J,52899,OUTRAS DESPESAS CORRENTES,Direta,3,122,0,60,Educação
SME       ,2020J,58089,OUTRAS DESPESAS CORRENTES,Direta,3,122,2,90,Educação
SME       ,2020J,62631,OUTRAS DESPESAS CORRENTES,Direta,4,122,0,60,Educação
SME       ,2020J,70608,OUTRAS DESPESAS CORRENTES,Direta,3,128,0,240,Educação
SME       ,2020J,71433,OUTRAS DESPESAS CORRENTES,Direta,3,128,1,150,Educação
SME       ,2020J,72070,OUTRAS DESPESAS CORRENTES,Direta,3,128,0,60,Educação
SME       ,2020J,74695,OUTRAS DESPESAS CORRENTES,Direta,3,128,0,90,Educação
SME       ,2020J,74734,OUTRAS DESPESAS CORRENTES,Direta,3,361,0,180,Educação
SME       ,2020J,75399,OUTRAS DESPESAS CORRENTES,Direta,3,361,0,60,Educação
SME       ,2020J,78645,OUTRAS DESPESAS CORRENTES,Direta,4,361,0,60,Educação
SME       ,2020J,79378,OUTRAS DESPESAS CORRENTES,Direta,3,361,4,120,Educação
SME       ,2020J,82535,OUTRAS DESPESAS CORRENTES,Direta,4,361,0,180,Educação
SME       ,2020J,82741,OUTRAS DESPESAS CORRENTES,Direta,3,362,0,60,Educação
SME       ,2020J,83254,OUTRAS DESPESAS CORRENTES,Direta,3,362,0,60,Educação
SME       ,2020J,84245,OUTRAS DESPESAS CORRENTES,Direta,4,362,0,120,Educação
SME       ,2020J,84664,OUTRAS DESPESAS CORRENTES,Direta,3,365,0,60,Educação
SME       ,2020J,86291,OUTRAS DESPESAS CORRENTES,Direta,3,365,0,60,Educação
SME       ,2020J,87604,OUTRAS DESPESAS CORRENTES,Direta,3,365,0,180,Educação
SME       ,2020J,87732,OUTRAS DESPESAS CORRENTES,Direta,3,365,0,75,Educação
SME       ,2020J,88580,OUTRAS DESPESAS CORRENTES,Direta,3,365,0,60,Educação
SME       ,2020J,91322,INVESTIMENTOS,Direta,3,365,0,60,Educação
SME       ,2020J,92274,OUTRAS DESPESAS CORRENTES,Direta,4,365,0,60,Educação
SME       ,2020J,92832,OUTRAS DESPESAS CORRENTES,Direta,3,365,0,60,Educação
SME       ,2020J,92947,OUTRAS DESPESAS CORRENTES,Direta,3,365,0,120,Educação
SME       ,2020J,92993,OUTRAS DESPESAS CORRENTES,Direta,4,365,3,135,Educação
SME       ,2020J,94616,OUTRAS DESPESAS CORRENTES,Direta,3,365,1,60,Educação
SME       ,2020J,96291,OUTRAS DESPESAS CORRENTES,Direta,3,365,0,60,Educação
SME       ,2020J,97154,OUTRAS DESPESAS CORRENTES,Direta,4,365,0,60,Educação
SME       ,2020J,98313,OUTRAS DESPESAS CORRENTES,Direta,3,366,0,60,Educação
SME       ,2020J,102849,OUTRAS DESPESAS CORRENTES,Direta,3,366,0,180,Educação
SME       ,2020J,104054,OUTRAS DESPESAS CORRENTES,Direta,3,366,0,120,Educação
SME       ,2020J,108377,OUTRAS DESPESAS CORRENTES,Direta,4,366,0,120,Educação
SME       ,2020J,108589,OUTRAS DESPESAS CORRENTES,Direta,3,366,0,60,Educação
SME       ,2020J,109938,OUTRAS DESPESAS CORRENTES,Direta,3,367,0,120,Educação
SME       ,2020J,110881,OUTRAS DESPESAS CORRENTES,Direta,3,367,0,60,Educação
SME       ,2020J,116603,OUTRAS DESPESAS CORRENTES,Direta,3,367,0,60,Educação
SME       ,2020J,117071,OUTRAS DESPESAS CORRENTES,Direta,3,367,0,60,Educação
SME       ,2020J,120994,OUTRAS DESPESAS CORRENTES,Direta,3,367,0,70,Educação
SME       ,2020J,122524,OUTRAS DESPESAS CORRENTES,Direta,3,368,2,120,Educação
SME       ,2020J,123379,OUTRAS DESPESAS CORRENTES,Direta,4,368,1,180,Educação
SME       ,2020J,123860,OUTRAS DESPESAS CORRENTES,Direta,3,368,0,60,Educação
SME       ,2020J,126322,OUTRAS DESPESAS CORRENTES,Direta,3,368,1,60,Educação
SME       ,2020J,126411,OUTRAS DESPESAS CORRENTES,Direta,4,368,2,60,Educação
SME       ,2020J,127209,OUTRAS DESPESAS CORRENTES,Direta,3,368,1,180,Educação
SME       ,2020J,128776,OUTRAS DESPESAS CORRENTES,Direta,3,368,1,120,Educação
SME       ,2020J,133155,OUTRAS DESPESAS CORRENTES,Direta,3,368,0,60,Educação
SME       ,2020J,133531,OUTRAS DESPESAS CORRENTES,Direta,3,368,0,60,Educação
SME       ,2020J,133748,OUTRAS DESPESAS CORRENTES,Direta,3,368,0,70,Educação
SME       ,2020J,141823,OUTRAS DESPESAS CORRENTES,Direta,3,368,0,120,Educação
SME       ,2020J,142324,OUTRAS DESPESAS CORRENTES,Direta,4,368,0,60,Educação
SME       ,2020J,143741,OUTRAS DESPESAS CORRENTES,Direta,3,122,0,120,Educação
SME       ,2020J,143854,OUTRAS DESPESAS CORRENTES,Direta,3,122,0,60,Educação
SME       ,2020J,145544,OUTRAS DESPESAS CORRENTES,Direta,3,122,0,60,Educação
SME       ,2020J,147876,OUTRAS DESPESAS CORRENTES,Direta,4,122,0,60,Educação
SME       ,2020J,151697,OUTRAS DESPESAS CORRENTES,Direta,3,128,0,60,Educação
SME       ,2020J,152153,OUTRAS DESPESAS CORRENTES,Direta,3,128,1,60,Educação
SME       ,2020J,152910,OUTRAS DESPESAS CORRENTES,Direta,3,128,0,60,Educação
SME       ,2020J,152929,OUTRAS DESPESAS CORRENTES,Direta,3,128,0,60,Educação
SME       ,2020J,153212,OUTRAS DESPESAS CORRENTES,Direta,3,361,1,120,Educação
SME       ,2020J,153704,OUTRAS DESPESAS CORRENTES,Direta,3,361,1,120,Educação
SME       ,2020J,154027,OUTRAS DESPESAS CORRENTES,Direta,3,361,0,60,Educação
SME       ,2020J,154125,OUTRAS DESPESAS CORRENTES,Direta,3,361,0,60,Educação
SME       ,2020J,154540,OUTRAS DESPESAS CORRENTES,Direta,4,361,0,60,Educação
SME       ,2020J,155735,OUTRAS DESPESAS CORRENTES,Direta,3,361,1,60,Educação
SME       ,2020J,156835,INVESTIMENTOS,Direta,4,361,0,60,Educação
SME       ,2020J,161678,OUTRAS DESPESAS CORRENTES,Direta,3,365,1,60,Educação
SME       ,2020J,165243,OUTRAS DESPESAS CORRENTES,Direta,3,365,0,60,Educação
SME       ,2020J,169515,OUTRAS DESPESAS CORRENTES,Direta,4,365,0,60,Educação
SME       ,2020J,170356,OUTRAS DESPESAS CORRENTES,Direta,3,365,0,120,Educação
SME       ,2020J,171377,INVESTIMENTOS,Direta,3,365,2,120,Educação
SME       ,2020J,173316,OUTRAS DESPESAS CORRENTES,Direta,4,365,0,60,Educação
SME       ,2020J,173335,OUTRAS DESPESAS CORRENTES,Direta,3,365,1,60,Educação
SME       ,2020J,174321,OUTRAS DESPESAS CORRENTES,Direta,3,365,1,270,Educação
SME       ,2020J,177639,OUTRAS DESPESAS CORRENTES,Direta,4,365,1,150,Educação
SME       ,2020J,179605,INVESTIMENTOS,Direta,3,365,0,60,Educação
SME       ,2020J,182824,INVESTIMENTOS,Direta,3,365,2,120,Educação
SME       ,2020J,183806,INVESTIMENTOS,Direta,4,365,1,225,Educação
SME       ,2020J,185240,INVESTIMENTOS,Direta,3,366,1,120,Educação
SME       ,2020J,185349,INVESTIMENTOS,Direta,3,366,2,60,Educação
SME       ,2020J,186670,OUTRAS DESPESAS CORRENTES,Direta,3,366,1,60,Educação
SME       ,2020J,186780,OUTRAS DESPESAS CORRENTES,Direta,3,366,2,120,Educação
SME       ,2020J,186988,OUTRAS DESPESAS CORRENTES,Direta,3,367,2,60,Educação
SME       ,2020J,187793,OUTRAS DESPESAS CORRENTES,Direta,3,367,1,120,Educação
SME       ,2020J,188152,OUTRAS DESPESAS CORRENTES,Direta,4,367,0,120,Educação
SME       ,2020J,192424,OUTRAS DESPESAS CORRENTES,Direta,3,368,0,120,Educação
SME       ,2020J,193822,INVESTIMENTOS,Direta,4,368,0,60,Educação
SME       ,2020J,197595,INVESTIMENTOS,Direta,3,368,0,60,Educação
SME       ,2020J,198956,INVESTIMENTOS,Direta,3,368,0,60,Educação
SME       ,2020J,199520,OUTRAS DESPESAS CORRENTES,Direta,4,368,0,60,Educação
SME       ,2020J,200863,OUTRAS DESPESAS CORRENTES,Direta,3,368,1,60,Educação
SME       ,2020J,200905,OUTRAS DESPESAS CORRENTES,Direta,3,368,1,60,Educação
SME       ,2020J,203108,OUTRAS DESPESAS CORRENTES,Direta,3,368,1,120,Educação
SME       ,2020J,203481,OUTRAS DESPESAS CORRENTES,Direta,3,368,0,60,Educação
SME       ,2020J,203652,OUTRAS DESPESAS CORRENTES,Direta,3,122,0,180,Educação
SME       ,2020J,204746,OUTRAS DESPESAS CORRENTES,Direta,3,122,0,120,Educação
SME       ,2020J,205231,OUTRAS DESPESAS CORRENTES,Direta,3,122,1,60,Educação
SME       ,2020J,226374,OUTRAS DESPESAS CORRENTES,Direta,3,122,0,60,Educação
SME       ,2020J,226827,OUTRAS DESPESAS CORRENTES,Direta,3,122,0,60,Educação
SME       ,2020J,228049,OUTRAS DESPESAS CORRENTES,Direta,3,122,0,60,Educação
SME       ,2020J,228235,OUTRAS DESPESAS CORRENTES,Direta,3,122,1,120,Educação
SME       ,2020J,229240,OUTRAS DESPESAS CORRENTES,Direta,4,122,0,60,Educação
SME       ,2020J,229426,OUTRAS DESPESAS CORRENTES,Direta,3,128,0,60,Educação
SME       ,2020J,230348,OUTRAS DESPESAS CORRENTES,Direta,3,128,2,585,Educação
SME       ,2020J,232600,OUTRAS DESPESAS CORRENTES,Direta,3,128,2,60,Educação
SME       ,2020J,232695,OUTRAS DESPESAS CORRENTES,Direta,3,128,0,60,Educação
SME       ,2020J,232745,OUTRAS DESPESAS CORRENTES,Direta,3,361,0,180,Educação
SME       ,2020J,235097,OUTRAS DESPESAS CORRENTES,Direta,3,361,1,60,Educação
SME       ,2020J,237304,OUTRAS DESPESAS CORRENTES,Direta,4,361,0,60,Educação
SME       ,2020J,237913,OUTRAS DESPESAS CORRENTES,Direta,3,361,1,60,Educação
SME       ,2020J,242149,INVESTIMENTOS,Direta,4,361,0,180,Educação
SME       ,2020J,245404,INVESTIMENTOS,Direta,3,365,1,60,Educação
SME       ,2020J,247267,INVESTIMENTOS,Direta,3,365,0,60,Educação
SME       ,2020J,248103,INVESTIMENTOS,Direta,3,365,0,60,Educação
SME       ,2020J,249534,INVESTIMENTOS,Direta,4,365,0,60,Educação
SME       ,2020J,251351,INVESTIMENTOS,Direta,3,365,0,60,Educação
SME       ,2020J,252340,INVESTIMENTOS,Direta,3,365,2,120,Educação
SME       ,2020J,252652,INVESTIMENTOS,Direta,4,365,0,120,Educação
SME       ,2020J,253250,INVESTIMENTOS,Direta,3,365,1,60,Educação
SME       ,2020J,255347,INVESTIMENTOS,Direta,3,365,0,60,Educação
SME       ,2020J,255998,INVESTIMENTOS,Direta,4,365,2,60,Educação
SME       ,2020J,256215,INVESTIMENTOS,Direta,3,365,0,150,Educação
SME       ,2020J,258402,INVESTIMENTOS,Direta,3,365,1,180,Educação
SME       ,2020J,259182,INVESTIMENTOS,Direta,4,365,1,120,Educação
SME       ,2020J,262294,INVESTIMENTOS,Direta,3,365,2,60,Educação
SME       ,2020J,262454,OUTRAS DESPESAS CORRENTES,Direta,3,365,1,120,Educação
SME       ,2020J,262741,OUTRAS DESPESAS CORRENTES,Direta,4,365,0,60,Educação
SME       ,2020J,263499,OUTRAS DESPESAS CORRENTES,Direta,3,366,0,325,Educação
SME       ,2020J,263531,OUTRAS DESPESAS CORRENTES,Direta,3,366,1,120,Educação
SME       ,2020J,265405,OUTRAS DESPESAS CORRENTES,Direta,4,366,1,60,Educação
SME       ,2020J,265958,OUTRAS DESPESAS CORRENTES,Direta,3,366,2,120,Educação
SME       ,2020J,267761,OUTRAS DESPESAS CORRENTES,Direta,3,367,1,120,Educação
SME       ,2020J,267853,OUTRAS DESPESAS CORRENTES,Direta,3,367,0,120,Educação
SME       ,2020J,269076,OUTRAS DESPESAS CORRENTES,Direta,3,367,1,180,Educação
SME       ,2020J,269289,OUTRAS DESPESAS CORRENTES,Direta,3,367,2,60,Educação
SME       ,2020J,270399,OUTRAS DESPESAS CORRENTES,Direta,4,367,0,60,Educação
SME       ,2020J,270567,OUTRAS DESPESAS CORRENTES,Direta,3,368,1,60,Educação
SME       ,2020J,271036,OUTRAS DESPESAS CORRENTES,Direta,4,368,3,60,Educação
SME       ,2020J,272580,OUTRAS DESPESAS CORRENTES,Direta,3,368,0,120,Educação
SME       ,2020J,273731,OUTRAS DESPESAS CORRENTES,Direta,3,368,0,60,Educação
SME       ,2020J,273877,OUTRAS DESPESAS CORRENTES,Direta,4,368,0,60,Educação
SME       ,2020J,276717,INVESTIMENTOS,Direta,3,368,0,120,Educação
SME       ,2020J,277733,OUTRAS DESPESAS CORRENTES,Direta,3,368,1,60,Educação
SME       ,2020J,278447,OUTRAS DESPESAS CORRENTES,Direta,3,368,0,60,Educação
SME       ,2020J,280962,OUTRAS DESPESAS CORRENTES,Direta,3,368,0,180,Educação
SME       ,2020J,281564,OUTRAS DESPESAS CORRENTES,Direta,4,368,0,60,Educação
SME       ,2020J,284076,OUTRAS DESPESAS CORRENTES,Direta,3,122,0,120,Educação
SME       ,2020J,285633,OUTRAS DESPESAS CORRENTES,Direta,3,122,1,120,Educação
SME       ,2020J,285912,OUTRAS DESPESAS CORRENTES,Direta,3,122,0,90,Educação
SME       ,2020J,288380,OUTRAS DESPESAS CORRENTES,Direta,3,122,3,120,Educação
SME       ,2020J,288990,OUTRAS DESPESAS CORRENTES,Direta,3,122,1,60,Educação
SME       ,2020J,290550,OUTRAS DESPESAS CORRENTES,Direta,3,122,0,120,Educação
SME       ,2020J,291037,OUTRAS DESPESAS CORRENTES,Direta,4,122,0,120,Educação
SME       ,2020J,291194,OUTRAS DESPESAS CORRENTES,Direta,3,128,0,90,Educação
SME       ,2020J,291701,OUTRAS DESPESAS CORRENTES,Direta,3,128,0,150,Educação
SME       ,2020J,292027,OUTRAS DESPESAS CORRENTES,Direta,3,128,0,60,Educação
SME       ,2020J,294381,OUTRAS DESPESAS CORRENTES,Direta,3,128,0,60,Educação
SME       ,2020J,294961,OUTRAS DESPESAS CORRENTES,Direta,3,361,2,300,Educação
SME       ,2020J,294999,OUTRAS DESPESAS CORRENTES,Direta,3,361,0,60,Educação
SME       ,2020J,295754,OUTRAS DESPESAS CORRENTES,Direta,3,361,0,120,Educação
SME       ,2020J,296408,OUTRAS DESPESAS CORRENTES,Direta,3,361,3,180,Educação
SME       ,2020J,297484,OUTRAS DESPESAS CORRENTES,Direta,3,361,1,60,Educação
SME       ,2020J,298322,OUTRAS DESPESAS CORRENTES,Direta,4,361,1,120,Educação
SME       ,2020J,298476,OUTRAS DESPESAS CORRENTES,Direta,3,361,2,130,Educação
SME       ,2020J,299561,OUTRAS DESPESAS CORRENTES,Direta,4,361,1,60,Educação
SME       ,2020J,302550,OUTRAS DESPESAS CORRENTES,Direta,3,363,1,180,Educação
SME       ,2020J,305945,OUTRAS DESPESAS CORRENTES,Direta,3,363,0,60,Educação
SME       ,2020J,306886,OUTRAS DESPESAS CORRENTES,Direta,4,363,0,150,Educação
SME       ,2020J,306984,OUTRAS DESPESAS CORRENTES,Direta,3,365,3,60,Educação
SME       ,2020J,309175,OUTRAS DESPESAS CORRENTES,Direta,3,365,0,60,Educação
SME       ,2020J,309709,OUTRAS DESPESAS CORRENTES,Direta,4,365,3,195,Educação
SME       ,2020J,309734,OUTRAS DESPESAS CORRENTES,Direta,3,365,2,60,Educação
SME       ,2020J,311042,OUTRAS DESPESAS CORRENTES,Direta,3,365,3,180,Educação
SME       ,2020J,312141,OUTRAS DESPESAS CORRENTES,Direta,3,365,1,60,Educação
SME       ,2020J,313810,OUTRAS DESPESAS CORRENTES,Direta,3,365,0,60,Educação
SME       ,2020J,315186,OUTRAS DESPESAS CORRENTES,Direta,3,365,1,60,Educação
SME       ,2020J,316841,OUTRAS DESPESAS CORRENTES,Direta,3,365,0,60,Educação
SME       ,2020J,318056,OUTRAS DESPESAS CORRENTES,Direta,3,366,0,150,Educação
SME       ,2020J,318101,OUTRAS DESPESAS CORRENTES,Direta,3,366,0,60,Educação
SME       ,2020J,319209,INVESTIMENTOS,Direta,3,366,0,120,Educação
