sigla,codigo,id_orgao,disponivel,despesa
SUB-CV    ,2020J,386889,-125,
SUB-CV    ,2020J,386904,-124,-78
SUB-CV    ,2020J,387276,-57,-42
SUB-CV    ,2020J,387378,-135,-72
SUB-CV    ,2020J,387700,-194,
SUB-CV    ,2020J,388052,-45,
SUB-CV    ,2020J,388432,-52,
SUB-CV    ,2020J,388549,-29,
SUB-ST    ,2020J,388975,-93,
SUB-ST    ,2020J,389101,-28,
SUB-ST    ,2020J,389471,-36,
SUB-ST    ,2020J,390958,-36,
SUB-ST    ,2020J,392060,-38,
SUB-ST    ,2020J,392281,-37,
SUB-ST    ,2020J,393327,-179,
SUB-ST    ,2020J,395073,-158,
SUB-ST    ,2020J,395358,-67,-22
SUB-ST    ,2020J,395715,-195,116
SUB-ST    ,2020J,396114,-107,
SUB-ST    ,2020J,396256,-30,0
SUB-ST    ,2020J,397590,-150,
SUB-ST    ,2020J,398067,-79,
SUB-ST    ,2020J,398315,-145,
SUB-ST    ,2020J,398525,-23,
SUB-ST    ,2020J,398891,-132,
SUB-ST    ,2020J,398956,-30,
SUB-ST    ,2020J,401319,-49,0
SUB-ST    ,2020J,402993,-149,
SUB-ST    ,2020J,404269,-58,
SUB-ST    ,2020J,404671,-38,
SUB-ST    ,2020J,404708,-142,
SUB-ST    ,2020J,405945,-145,
SUB-ST    ,2020J,408106,-47,
SUB-ST    ,2020J,408975,-19,
SUB-ST    ,2020J,409160,-58,
SUB-ST    ,2020J,409698,-45,93
SUB-ST    ,2020J,409930,-158,
SUB-ST    ,2020J,409945,-54,
SUB-ST    ,2020J,410052,-87,
SUB-ST    ,2020J,410281,-57,
SUB-ST    ,2020J,410357,-103,
SUB-ST    ,2020J,410537,-36,
SUB-ST    ,2020J,410842,-53,
SUB-ST    ,2020J,411126,-27,
SUB-ST    ,2020J,411226,-110,97
SUB-ST    ,2020J,411642,-67,
SUB-JT    ,2020J,413052,-53,0
SUB-JT    ,2020J,413248,-29,
SUB-JT    ,2020J,414028,-47,
SUB-JT    ,2020J,414350,-158,
SUB-JT    ,2020J,414495,-75,
SUB-JT    ,2020J,415216,-107,
SUB-JT    ,2020J,415546,-22,
SUB-JT    ,2020J,415698,-87,76
SUB-JT    ,2020J,417657,-22,
SUB-JT    ,2020J,417677,-52,0
SUB-JT    ,2020J,417785,-162,
SUB-JT    ,2020J,417967,-185,-17
SUB-JT    ,2020J,419375,-132,
SUB-JT    ,2020J,420163,-46,
SUB-JT    ,2020J,420724,-44,
SUB-JT    ,2020J,421018,-184,
SUB-JT    ,2020J,422223,-26,
SUB-JT    ,2020J,422479,-149,
SUB-JT    ,2020J,422505,-155,0
SUB-JT    ,2020J,423399,-30,
SUB-JT    ,2020J,424014,-103,-2
SUB-JT    ,2020J,424539,-22,
SUB-JT    ,2020J,424637,-86,
SUB-JT    ,2020J,425817,-53,
SUB-JT    ,2020J,426458,-46,
SUB-JT    ,2020J,427683,-103,145
SUB-JT    ,2020J,427921,-142,
SUB-JT    ,2020J,428323,-57,
SUB-JT    ,2020J,428653,-80,
SUB-JT    ,2020J,429610,-36,
SUB-JT    ,2020J,430352,-30,-12
SUB-JT    ,2020J,430392,-178,
SUB-JT    ,2020J,430708,-101,
SUB-JT    ,2020J,431071,-36,
SUB-JT    ,2020J,432144,-26,
SUB-JT    ,2020J,432237,-81,
SUB-MG    ,2020J,433280,-49,
SUB-MG    ,2020J,433864,-157,
SUB-MG    ,2020J,434035,-36,0
SUB-MG    ,2020J,434397,-74,
SUB-MG    ,2020J,434585,27,
SUB-MG    ,2020J,437030,-145,-86
SUB-MG    ,2020J,438068,-88,
SUB-MG    ,2020J,438551,-29,
SUB-MG    ,2020J,439182,-29,
SUB-MG    ,2020J,439294,-29,
SUB-MG    ,2020J,439684,-32,0
SUB-MG    ,2020J,440225,-52,
SUB-MG    ,2020J,440563,-57,
SUB-MG    ,2020J,440593,-121,
SUB-MG    ,2020J,440751,-127,-8
SUB-MG    ,2020J,440765,-53,
SUB-MG    ,2020J,442144,-110,-67
SUB-MG    ,2020J,442910,-11,
SUB-MG    ,2020J,443108,-29,
SUB-MG    ,2020J,443923,-81,191
SUB-MG    ,2020J,444225,-32,
SUB-MG    ,2020J,444729,-143,-96
SUB-MG    ,2020J,444821,-79,
SUB-MG    ,2020J,444960,-31,38
SUB-MG    ,2020J,445230,-156,5
SUB-MG    ,2020J,445351,-53,159
SUB-MG    ,2020J,445760,-144,
SUB-MG    ,2020J,446345,-24,
SUB-MG    ,2020J,446873,-96,
SUB-MG    ,2020J,447086,-109,
SUB-MG    ,2020J,447516,-75,
SUB-MG    ,2020J,464525,-136,
SUB-MG    ,2020J,465730,-15,
SUB-LA    ,2020J,466202,-116,
SUB-LA    ,2020J,466477,-166,
SUB-LA    ,2020J,466800,-52,
SUB-LA    ,2020J,466854,-42,
SUB-LA    ,2020J,467179,-16,45
SUB-LA    ,2020J,467330,-171,-92
SUB-LA    ,2020J,467396,-89,-50
SUB-LA    ,2020J,467606,-138,118
SUB-LA    ,2020J,467721,-162,-16
SUB-LA    ,2020J,468187,-51,
SUB-LA    ,2020J,468482,-46,38
SUB-LA    ,2020J,469878,-185,
SUB-LA    ,2020J,470869,-191,
SUB-LA    ,2020J,471196,-30,
SUB-LA    ,2020J,471434,-30,130
SUB-LA    ,2020J,471711,-89,
SUB-LA    ,2020J,472262,-122,
SUB-LA    ,2020J,472327,-103,
SUB-LA    ,2020J,473509,-195,-78
SUB-LA    ,2020J,474071,-52,
SUB-LA    ,2020J,475215,-22,97
SUB-LA    ,2020J,475241,-73,
SUB-LA    ,2020J,475594,-99,
SUB-LA    ,2020J,475682,-53,0
SUB-LA    ,2020J,476278,-95,
SUB-LA    ,2020J,476816,-51,
SUB-LA    ,2020J,477319,-128,124
SUB-LA    ,2020J,477825,-31,
SUB-LA    ,2020J,478069,-43,
SUB-LA    ,2020J,478718,-58,
SUB-LA    ,2020J,478967,-150,
SUB-LA    ,2020J,479020,-136,
SUB-LA    ,2020J,479170,-74,
SUB-LA    ,2020J,479305,-127,
SUB-LA    ,2020J,479853,-46,
SUB-LA    ,2020J,480667,-57,136
SUB-LA    ,2020J,480888,-116,
SUB-LA    ,2020J,481448,-30,
SUB-LA    ,2020J,482356,-53,
SUB-LA    ,2020J,482556,-149,0
SUB-LA    ,2020J,482680,-78,
SUB-LA    ,2020J,482810,-138,
SUB-LA    ,2020J,483135,-30,-22
SUB-LA    ,2020J,483339,-32,0
SUB-LA    ,2020J,483646,-38,
SUB-LA    ,2020J,483703,-170,93
SUB-SE    ,2020J,483744,-32,173
SUB-SE    ,2020J,483876,-51,
SUB-SE    ,2020J,484135,-157,
SUB-SE    ,2020J,484301,-17,
SUB-SE    ,2020J,484412,-31,
SUB-SE    ,2020J,484446,-100,-5
SUB-SE    ,2020J,485006,-162,
SUB-SE    ,2020J,485439,-46,202
SUB-SE    ,2020J,485534,-162,
SUB-SE    ,2020J,485560,-100,-18
SUB-SE    ,2020J,485762,-16,
SUB-SE    ,2020J,485772,-63,
SUB-SE    ,2020J,486004,-17,
SUB-SE    ,2020J,486457,-52,
SUB-SE    ,2020J,486550,-81,25
SUB-SE    ,2020J,487214,-8,
SUB-SE    ,2020J,487371,-60,
SUB-SE    ,2020J,487681,-63,
SUB-SE    ,2020J,488176,-49,100
SUB-SE    ,2020J,488195,-174,
SUB-SE    ,2020J,488427,-138,
SUB-SE    ,2020J,488908,-164,-92
SUB-SE    ,2020J,489320,-115,
SUB-SE    ,2020J,489889,-115,
SUB-SE    ,2020J,489966,-120,-47
SUB-SE    ,2020J,490500,-179,
SUB-SE    ,2020J,490677,-184,
SUB-SE    ,2020J,490894,-36,
SUB-SE    ,2020J,491097,-38,
SUB-SE    ,2020J,491279,-115,
SUB-SE    ,2020J,491758,-115,-22
SUB-SE    ,2020J,491907,-29,
SUB-SE    ,2020J,491966,-108,
SUB-SE    ,2020J,492153,-61,
SUB-SE    ,2020J,492229,-30,-21
SUB-SE    ,2020J,492247,-150,0
SUB-SE    ,2020J,492286,-22,
SUB-SE    ,2020J,492478,-29,125
SUB-SE    ,2020J,492726,-58,
SUB-SE    ,2020J,493453,-145,
SUB-SE    ,2020J,493465,-87,
SUB-SE    ,2020J,493672,-32,-32
SUB-BT    ,2020J,493891,-162,-51
SUB-BT    ,2020J,493999,-29,
SUB-BT    ,2020J,494214,-51,
SUB-BT    ,2020J,494471,-22,
SUB-BT    ,2020J,494789,-59,
SUB-BT    ,2020J,494896,-176,47
SUB-BT    ,2020J,494960,-196,
SUB-BT    ,2020J,495035,-132,
SUB-BT    ,2020J,495449,-66,
SUB-BT    ,2020J,495509,-166,
SUB-BT    ,2020J,495625,11,
SUB-BT    ,2020J,495875,-38,
SUB-BT    ,2020J,495879,-46,
SUB-BT    ,2020J,495913,-16,
SUB-BT    ,2020J,496091,-42,
SUB-BT    ,2020J,496334,-32,
SUB-BT    ,2020J,496442,-85,
SUB-BT    ,2020J,496764,-96,
SUB-BT    ,2020J,497130,-22,
SUB-BT    ,2020J,497632,-198,
SUB-BT    ,2020J,497925,-103,0
SUB-BT    ,2020J,498543,-82,
SUB-BT    ,2020J,498635,-36,
SUB-BT    ,2020J,498755,-109,
SUB-BT    ,2020J,498841,-29,241
SUB-BT    ,2020J,498892,-28,
SUB-BT    ,2020J,499373,-37,10
SUB-BT    ,2020J,499624,-92,236
SUB-BT    ,2020J,499822,-107,137
SUB-BT    ,2020J,500016,-71,
SUB-BT    ,2020J,500135,-37,
SUB-BT    ,2020J,500279,-120,69
SUB-BT    ,2020J,500552,-81,
SUB-BT    ,2020J,500625,-36,12
SUB-BT    ,2020J,500668,-81,
SUB-BT    ,2020J,501053,-53,
SUB-BT    ,2020J,501208,-46,
SUB-BT    ,2020J,501637,-67,
SUB-BT    ,2020J,501862,-42,
SUB-BT    ,2020J,501945,-158,100
SUB-BT    ,2020J,502391,-52,
SUB-PI    ,2020J,502452,-114,-57
SUB-PI    ,2020J,502621,-88,-46
SUB-PI    ,2020J,503322,-36,
SUB-PI    ,2020J,503516,-31,
SUB-PI    ,2020J,503804,-28,
SUB-PI    ,2020J,503878,-28,
SUB-PI    ,2020J,504013,-36,
SUB-PI    ,2020J,504022,-30,
SUB-PI    ,2020J,504466,-29,
SUB-PI    ,2020J,504635,-46,
SUB-PI    ,2020J,504842,-141,0
SUB-PI    ,2020J,505413,-58,
SUB-PI    ,2020J,505595,-109,171
SUB-PI    ,2020J,506185,-37,
SUB-PI    ,2020J,506248,-99,
SUB-PI    ,2020J,506804,-32,
SUB-PI    ,2020J,506980,-43,
SUB-PI    ,2020J,507016,-25,
SUB-PI    ,2020J,507279,-36,
SUB-PI    ,2020J,507387,-31,
SUB-PI    ,2020J,507389,-58,
SUB-PI    ,2020J,507676,-103,
SUB-PI    ,2020J,507944,-81,-19
SUB-PI    ,2020J,508028,-194,
SUB-PI    ,2020J,508047,-122,79
SUB-PI    ,2020J,508079,-96,
SUB-PI    ,2020J,508414,-166,30
SUB-PI    ,2020J,508422,-8,
SUB-PI    ,2020J,508517,-29,
SUB-PI    ,2020J,508759,-130,206
SUB-PI    ,2020J,509036,-44,
SUB-PI    ,2020J,509236,-94,
SUB-PI    ,2020J,509258,-15,
SUB-PI    ,2020J,509390,-114,
SUB-PI    ,2020J,509607,-25,
SUB-PI    ,2020J,509845,-62,111
SUB-PI    ,2020J,509913,-29,
SUB-PI    ,2020J,510149,-81,
SUB-PI    ,2020J,510438,-22,
SUB-PI    ,2020J,510650,-158,-80
SUB-PI    ,2020J,510776,-4,
SUB-PI    ,2020J,510868,-29,214
SUB-PI    ,2020J,511678,-92,
SUB-PI    ,2020J,512417,-71,
SUB-PI    ,2020J,512581,-85,
SUB-PI    ,2020J,512775,-46,
SUB-PI    ,2020J,512839,-75,
SUB-VM    ,2020J,512883,-36,172
SUB-VM    ,2020J,512940,-46,
SUB-VM    ,2020J,512977,-42,
SUB-VM    ,2020J,513076,-127,
SUB-VM    ,2020J,513648,-158,0
SUB-VM    ,2020J,513836,-150,104
SUB-VM    ,2020J,514043,-81,
SUB-VM    ,2020J,514074,-25,107
SUB-VM    ,2020J,514302,-101,
SUB-VM    ,2020J,514445,-83,
SUB-VM    ,2020J,514776,-72,
SUB-VM    ,2020J,514824,-117,-9
SUB-VM    ,2020J,514864,-28,
SUB-VM    ,2020J,515203,-44,
SUB-VM    ,2020J,515209,-30,0
SUB-VM    ,2020J,515417,-191,
SUB-VM    ,2020J,515646,-32,
SUB-VM    ,2020J,515676,-43,
SUB-VM    ,2020J,516055,-143,-37
SUB-VM    ,2020J,516165,-145,-1
SUB-VM    ,2020J,516212,-134,0
SUB-VM    ,2020J,516214,-66,0
SUB-VM    ,2020J,516364,-114,221
SUB-VM    ,2020J,516447,-52,-1
SUB-VM    ,2020J,516926,-32,
SUB-VM    ,2020J,517000,-42,
SUB-VM    ,2020J,517016,-145,
SUB-VM    ,2020J,517075,-121,-95
SUB-VM    ,2020J,517231,-65,
SUB-VM    ,2020J,517352,-80,
SUB-VM    ,2020J,517553,-162,165
SUB-VM    ,2020J,517922,-138,-17
SUB-VM    ,2020J,518029,-52,18
SUB-VM    ,2020J,518126,-46,
SUB-VM    ,2020J,518223,-156,
SUB-VM    ,2020J,518258,-59,
SUB-VM    ,2020J,518496,-115,
SUB-VM    ,2020J,519294,-67,
SUB-IP    ,2020J,519584,-74,
SUB-IP    ,2020J,519622,-117,
SUB-IP    ,2020J,519751,-81,-8
SUB-IP    ,2020J,519945,-169,2
SUB-IP    ,2020J,520002,-143,
SUB-IP    ,2020J,520006,-130,
SUB-IP    ,2020J,520024,-106,174
SUB-IP    ,2020J,520100,-80,
SUB-IP    ,2020J,520153,-191,-110
SUB-IP    ,2020J,520286,-59,
SUB-IP    ,2020J,520325,-120,
SUB-IP    ,2020J,521209,-150,0
SUB-IP    ,2020J,521341,-35,
SUB-IP    ,2020J,521456,-60,-53
SUB-IP    ,2020J,521509,-16,
SUB-IP    ,2020J,521590,-51,
SUB-IP    ,2020J,521666,-57,
SUB-IP    ,2020J,521895,-52,
SUB-IP    ,2020J,521957,-31,145
SUB-IP    ,2020J,522426,-24,
SUB-IP    ,2020J,522434,-24,
SUB-IP    ,2020J,522441,-24,
SUB-IP    ,2020J,522443,-24,
SUB-IP    ,2020J,522446,-24,
SUB-IP    ,2020J,522529,-24,
SUB-IP    ,2020J,522622,-36,
SUB-IP    ,2020J,522650,-22,30
SUB-IP    ,2020J,522714,-44,
SUB-IP    ,2020J,522792,-117,
SUB-IP    ,2020J,522889,-67,
SUB-IP    ,2020J,522891,-38,
SUB-IP    ,2020J,522894,-67,
SUB-IP    ,2020J,522899,-67,
SUB-IP    ,2020J,523331,-17,
SUB-IP    ,2020J,523398,-58,
SUB-IP    ,2020J,523466,-36,
SUB-IP    ,2020J,523545,-107,
SUB-IP    ,2020J,523655,-29,
SUB-IP    ,2020J,523757,-87,
SUB-SA    ,2020J,523857,-100,
SUB-SA    ,2020J,523875,-74,
SUB-SA    ,2020J,523885,-74,-36
SUB-SA    ,2020J,523928,-92,
SUB-SA    ,2020J,524076,-29,
SUB-SA    ,2020J,524496,-196,
SUB-SA    ,2020J,524790,-22,
SUB-SA    ,2020J,525877,-30,237
SUB-SA    ,2020J,525885,-46,
SUB-SA    ,2020J,525974,-38,
SUB-SA    ,2020J,526088,-57,
SUB-SA    ,2020J,526177,-49,
SUB-SA    ,2020J,526506,-124,-94
SUB-SA    ,2020J,526810,-67,140
SUB-SA    ,2020J,527393,-22,
SUB-SA    ,2020J,527580,-128,
SUB-SA    ,2020J,527636,-46,
SUB-SA    ,2020J,527689,-31,30
SUB-SA    ,2020J,527799,-88,
SUB-SA    ,2020J,528056,-99,
SUB-SA    ,2020J,528204,-53,0
SUB-SA    ,2020J,528464,-16,
SUB-SA    ,2020J,528642,-110,-93
SUB-SA    ,2020J,529000,-28,
SUB-SA    ,2020J,529163,-30,0
SUB-SA    ,2020J,529597,-28,
SUB-SA    ,2020J,529795,-25,
SUB-SA    ,2020J,530021,-132,
SUB-SA    ,2020J,530112,-25,
SUB-SA    ,2020J,530487,-30,
SUB-SA    ,2020J,530514,-31,
SUB-SA    ,2020J,530753,-22,
SUB-SA    ,2020J,530841,-43,
SUB-SA    ,2020J,531287,-72,-37
SUB-SA    ,2020J,531384,-30,
SUB-SA    ,2020J,531643,-102,
SUB-SA    ,2020J,532114,-38,150
SUB-JA    ,2020J,532335,-43,
SUB-JA    ,2020J,532477,-88,
SUB-JA    ,2020J,532615,-11,
SUB-JA    ,2020J,532739,-88,
SUB-JA    ,2020J,532750,-127,
SUB-JA    ,2020J,532839,-22,
SUB-JA    ,2020J,532868,-52,
SUB-JA    ,2020J,532869,-37,
SUB-JA    ,2020J,533091,-49,
SUB-JA    ,2020J,533164,-52,156
SUB-JA    ,2020J,533301,-80,
SUB-JA    ,2020J,533414,-177,-1
SUB-JA    ,2020J,533449,-36,18
SUB-JA    ,2020J,534133,-17,
SUB-JA    ,2020J,534323,-49,
SUB-JA    ,2020J,534816,-102,
SUB-JA    ,2020J,534946,-149,
SUB-JA    ,2020J,534998,-42,
SUB-JA    ,2020J,535168,-45,4
SUB-JA    ,2020J,535269,-37,
SUB-JA    ,2020J,535379,-16,
SUB-JA    ,2020J,535833,-22,
SUB-JA    ,2020J,536318,-150,
SUB-JA    ,2020J,536409,-49,-23
SUB-JA    ,2020J,536487,-95,0
SUB-JA    ,2020J,536632,-24,
SUB-JA    ,2020J,536649,-52,
SUB-JA    ,2020J,536660,-24,
SUB-JA    ,2020J,536663,-24,61
SUB-JA    ,2020J,536664,-24,
SUB-JA    ,2020J,536666,-52,
SUB-JA    ,2020J,536852,-51,
SUB-JA    ,2020J,536992,-25,
SUB-JA    ,2020J,537271,-134,
SUB-JA    ,2020J,538210,-80,
SUB-JA    ,2020J,539299,-191,-18
SUB-JA    ,2020J,539414,-60,-3
SUB-JA    ,2020J,539426,-25,
SUB-JA    ,2020J,539670,-92,
SUB-JA    ,2020J,540005,-31,
SUB-AD    ,2020J,540249,-28,
SUB-AD    ,2020J,540293,-60,
SUB-AD    ,2020J,540521,-29,
SUB-AD    ,2020J,540602,-115,
SUB-AD    ,2020J,540682,-66,
SUB-AD    ,2020J,541171,-52,165
SUB-AD    ,2020J,541274,-74,
SUB-AD    ,2020J,541586,-96,
SUB-AD    ,2020J,541702,-149,
SUB-AD    ,2020J,541842,-150,-9
SUB-AD    ,2020J,542296,-66,
SUB-AD    ,2020J,542472,-132,
SUB-AD    ,2020J,542562,-196,25
SUB-AD    ,2020J,542574,-22,
SUB-AD    ,2020J,542707,-60,
SUB-AD    ,2020J,543021,-94,61
SUB-AD    ,2020J,543199,-67,6
SUB-AD    ,2020J,543279,-66,
SUB-AD    ,2020J,543418,-81,166
SUB-AD    ,2020J,543428,-94,
SUB-AD    ,2020J,544122,-19,
SUB-AD    ,2020J,544627,-38,
SUB-AD    ,2020J,545200,-107,
SUB-AD    ,2020J,545247,-9,
SUB-AD    ,2020J,545297,-9,
SUB-AD    ,2020J,545298,-96,
SUB-AD    ,2020J,545443,-29,
SUB-AD    ,2020J,545462,-95,
SUB-AD    ,2020J,545521,-177,10
SUB-AD    ,2020J,546124,-114,-9
SUB-AD    ,2020J,546195,-10,
SUB-AD    ,2020J,546196,-12,
SUB-AD    ,2020J,546941,-194,
SUB-AD    ,2020J,547266,-183,-58
SUB-AD    ,2020J,547311,-38,
SUB-AD    ,2020J,547718,-43,188
SUB-AD    ,2020J,547755,-196,-87
SUB-AD    ,2020J,547979,-90,186
SUB-AD    ,2020J,548197,-67,
SUB-AD    ,2020J,548899,-25,
SUB-AD    ,2020J,549129,-52,
SUB-AD    ,2020J,549226,-102,
SUB-AD    ,2020J,549445,-24,
SUB-AD    ,2020J,549586,-60,
SUB-AD    ,2020J,549745,-30,209
SUB-AD    ,2020J,549873,-38,
SUB-AD    ,2020J,549918,-109,
SUB-AD    ,2020J,550412,-38,
SUB-AD    ,2020J,550559,-19,46
SUB-AD    ,2020J,550880,-38,
SUB-AD    ,2020J,550941,-85,
SUB-AD    ,2020J,551031,-19,
SUB-AD    ,2020J,551136,-28,37
SUB-AD    ,2020J,551205,-136,
SUB-AD    ,2020J,551219,-158,
SUB-AD    ,2020J,551234,-25,
SUB-AD    ,2020J,551347,-29,
SUB-AD    ,2020J,551515,-60,30
SUB-AD    ,2020J,551628,-35,18
SUB-AD    ,2020J,551802,-16,
SUB-AD    ,2020J,551836,-22,
SUB-AD    ,2020J,552116,-25,
SUB-CL    ,2020J,552177,-28,
SUB-CL    ,2020J,552205,-36,
SUB-CL    ,2020J,552339,-60,
SUB-CL    ,2020J,552399,-51,
SUB-CL    ,2020J,552515,-36,
SUB-CL    ,2020J,552622,-25,
SUB-CL    ,2020J,552865,-63,0
SUB-CL    ,2020J,552883,-38,
SUB-CL    ,2020J,553078,-38,
SUB-CL    ,2020J,553556,-156,-137
SUB-CL    ,2020J,553825,-149,
SUB-CL    ,2020J,553856,-22,
SUB-CL    ,2020J,553893,-45,
SUB-CL    ,2020J,554243,-35,166
SUB-CL    ,2020J,554297,-22,
SUB-CL    ,2020J,554314,-60,
SUB-CL    ,2020J,554540,-38,
SUB-CL    ,2020J,555061,-38,
SUB-CL    ,2020J,555346,-30,
SUB-CL    ,2020J,555614,-81,
SUB-CL    ,2020J,555721,-43,
SUB-CL    ,2020J,555789,-32,-8
SUB-CL    ,2020J,556062,-28,
SUB-CL    ,2020J,556089,-36,
SUB-CL    ,2020J,556175,-60,
SUB-CL    ,2020J,556228,-20,
SUB-CL    ,2020J,556427,-107,241
SUB-CL    ,2020J,556592,-25,
SUB-CL    ,2020J,556637,-60,12
SUB-CL    ,2020J,556738,-74,
SUB-CL    ,2020J,556972,-31,
SUB-CL    ,2020J,557652,-32,
SUB-CL    ,2020J,558035,-196,167
SUB-CL    ,2020J,558333,-46,
SUB-CL    ,2020J,558533,-22,
SUB-CL    ,2020J,558661,-37,
SUB-CL    ,2020J,558755,-17,
SUB-CL    ,2020J,558962,-179,
SUB-CL    ,2020J,558983,-78,
SUB-CL    ,2020J,559139,-24,44
SUB-CL    ,2020J,559168,-65,
SUB-CL    ,2020J,559344,-116,-64
SUB-CL    ,2020J,559382,-31,
SUB-CL    ,2020J,559414,-30,
SUB-CL    ,2020J,559584,-25,
SUB-CL    ,2020J,559685,-28,
SUB-CL    ,2020J,559851,-32,
SUB-CL    ,2020J,560030,-96,
SUB-CL    ,2020J,560074,-144,
SUB-CL    ,2020J,560430,-128,
SUB-CL    ,2020J,560490,-138,-23
SUB-CL    ,2020J,560559,-149,0
SUB-CL    ,2020J,560567,-92,
SUB-CL    ,2020J,560676,-135,
SUB-CL    ,2020J,560773,-149,
SUB-CL    ,2020J,560920,-149,32
SUB-CL    ,2020J,561312,-46,
SUB-CL    ,2020J,561457,-51,
SUB-CL    ,2020J,561534,-137,
SUB-CL    ,2020J,561549,-135,
SUB-CL    ,2020J,561591,-109,
SUB-CL    ,2020J,561640,-92,
SUB-CL    ,2020J,561674,-164,85
SUB-CL    ,2020J,561841,-100,
SUB-CL    ,2020J,561932,-66,
SUB-CL    ,2020J,562090,-63,
SUB-CL    ,2020J,562270,-124,
SUB-CL    ,2020J,562456,-59,
SUB-CL    ,2020J,563022,-149,0
SUB-MB    ,2020J,563063,-130,-11
SUB-MB    ,2020J,563174,-53,
SUB-MB    ,2020J,563374,-29,
SUB-MB    ,2020J,563706,-196,
SUB-MB    ,2020J,563733,-29,
SUB-MB    ,2020J,563735,-36,
SUB-MB    ,2020J,563769,-51,
SUB-MB    ,2020J,563794,-29,
SUB-MB    ,2020J,564105,-15,
SUB-MB    ,2020J,564129,-35,
SUB-MB    ,2020J,564144,-36,
SUB-MB    ,2020J,564245,-49,
SUB-MB    ,2020J,564268,-49,
SUB-MB    ,2020J,564300,-183,-123
SUB-MB    ,2020J,564596,-123,237
SUB-MB    ,2020J,564626,-17,
SUB-MB    ,2020J,564791,-196,-92
SUB-MB    ,2020J,564792,-58,
SUB-MB    ,2020J,564898,-121,
SUB-MB    ,2020J,564930,-45,-24
SUB-MB    ,2020J,564958,-29,
SUB-MB    ,2020J,564972,-74,19
SUB-MB    ,2020J,565035,-42,
SUB-MB    ,2020J,565393,-156,
SUB-MB    ,2020J,565402,-31,6
SUB-MB    ,2020J,565513,-59,
SUB-MB    ,2020J,565518,-174,-124
SUB-MB    ,2020J,565582,-43,
SUB-MB    ,2020J,565607,-17,
SUB-MB    ,2020J,565715,-28,
SUB-MB    ,2020J,565819,-165,-50
SUB-MB    ,2020J,565888,-18,
SUB-MB    ,2020J,565919,-88,
SUB-MB    ,2020J,566133,-149,
SUB-MB    ,2020J,566339,-43,
SUB-MB    ,2020J,566346,-107,
SUB-MB    ,2020J,566358,-125,
SUB-MB    ,2020J,566369,-25,
SUB-MB    ,2020J,566392,-144,
SUB-MB    ,2020J,566407,-43,
SUB-MB    ,2020J,566415,-22,
SUB-MB    ,2020J,566720,-67,
SUB-MB    ,2020J,566813,-63,
SUB-MB    ,2020J,566814,-158,
SUB-MB    ,2020J,567013,-17,
SUB-MB    ,2020J,567033,-101,
SUB-MB    ,2020J,567059,-129,2
SUB-MB    ,2020J,567145,-149,0
SUB-MB    ,2020J,567160,-20,
SUB-MB    ,2020J,567262,-43,
SUB-MB    ,2020J,567363,-27,
SUB-MB    ,2020J,567402,-100,
SUB-MB    ,2020J,567429,-149,
SUB-MB    ,2020J,567500,-2,
SUB-MB    ,2020J,567598,-135,-36
SUB-MB    ,2020J,567627,-144,
SUB-MB    ,2020J,567754,-9,
SUB-MB    ,2020J,567915,-136,
SUB-MB    ,2020J,567925,-144,-16
SUB-MB    ,2020J,567929,-28,
SUB-MB    ,2020J,567958,-134,
SUB-MB    ,2020J,567979,-31,
SUB-MB    ,2020J,568074,-35,
SUB-MB    ,2020J,568293,-130,-29
SUB-MB    ,2020J,568370,-106,145
SUB-MB    ,2020J,568474,-141,
SUB-MB    ,2020J,568502,-32,
SUB-MB    ,2020J,568523,-117,-9
SUB-MB    ,2020J,568533,-63,
SUB-MB    ,2020J,568609,-44,132
SUB-MB    ,2020J,568775,-179,109
SUB-MB    ,2020J,569035,-72,
SUB-MB    ,2020J,569141,-191,
SUB-MB    ,2020J,569334,-149,
SUB-MB    ,2020J,569426,-176,-44
SUB-MB    ,2020J,569854,-144,
SUB-MB    ,2020J,569862,-51,
SUB-MB    ,2020J,569930,-92,
SUB-MB    ,2020J,570137,-107,
SUB-MB    ,2020J,570157,-85,
SUB-MB    ,2020J,570168,-120,
SUB-MB    ,2020J,570177,-134,16
SUB-MB    ,2020J,570271,-144,
SUB-MB    ,2020J,570287,-24,
SUB-MB    ,2020J,570351,-193,
SUB-MB    ,2020J,570519,-154,
SUB-MB    ,2020J,570623,-109,
SUB-MB    ,2020J,570759,-158,
SUB-MB    ,2020J,570783,-156,
SUB-MB    ,2020J,570862,-49,0
SUB-MB    ,2020J,570864,-15,
SUB-MB    ,2020J,570970,-63,-3
SUB-MB    ,2020J,571083,-49,
SUB-MB    ,2020J,571143,-144,
SUB-MB    ,2020J,571441,-92,
SUB-MB    ,2020J,571503,-65,
SUB-MB    ,2020J,571516,-108,
SUB-MB    ,2020J,571540,-18,-3
SUB-CS    ,2020J,571554,-28,
SUB-CS    ,2020J,571601,-79,19
SUB-CS    ,2020J,571672,-31,
SUB-CS    ,2020J,571681,-191,
SUB-CS    ,2020J,571693,-94,
SUB-CS    ,2020J,571770,-174,-96
SUB-CS    ,2020J,571779,-35,
SUB-CS    ,2020J,571794,-196,-136
SUB-CS    ,2020J,571871,-164,
SUB-CS    ,2020J,571885,-66,
SUB-CS    ,2020J,571907,-109,
SUB-CS    ,2020J,572029,-149,0
