id_orgao,codigo,disponivel,valor_congelado,despesa,valor_orcado
442910,,,,,
443108,,,,,
444821,,,,,
445760,,,,,
447086,,,,,
447516,,,,,
464525,,,,,
465730,,,,,
466202,,,,,
466477,,,,,
466800,,,,,
469878,,,,,
470869,,,,,
471196,,,,,
471711,,,,,
472262,,,,,
472327,,,,,
474071,,,,,
476278,,,,,
477825,,,,,
478967,,,,,
479020,,,,,
479170,,,,,
479305,,,,,
479853,,,,,
480667,,,,,
480888,,,,,
481448,,,,,
482356,,,,,
482680,,,,,
483646,,,,,
483744,,,,,
484135,,,,,
484301,,,,,
484412,,,,,
485006,,,,,
485534,,,,,
485762,,,,,
485772,,,,,
486004,,,,,
486457,,,,,
487214,,,,,
487371,,,,,
487681,,,,,
488195,,,,,
488427,,,,,
489320,,,,,
489889,,,,,
490677,,,,,
490894,,,,,
491097,,,,,
491279,,,,,
491966,,,,,
492153,,,,,
492286,,,,,
492478,,,,,
492726,,,,,
493453,,,,,
493465,,,,,
494214,,,,,
494471,,,,,
494789,,,,,
494960,,,,,
495035,,,,,
495449,,,,,
495509,,,,,
495625,,,,,
495879,,,,,
496334,,,,,
496442,,,,,
496764,,,,,
497130,,,,,
497632,,,,,
498543,,,,,
498635,,,,,
498755,,,,,
499624,,,,,
500016,,,,,
500135,,,,,
500552,,,,,
500668,,,,,
501053,,,,,
501208,,,,,
501637,,,,,
503322,,,,,
503516,,,,,
503804,,,,,
503878,,,,,
504013,,,,,
504022,,,,,
504466,,,,,
504635,,,,,
505413,,,,,
506185,,,,,
506804,,,,,
507016,,,,,
507279,,,,,
509236,,,,,
509607,,,,,
509845,,,,,
509913,,,,,
510149,,,,,
510868,,,,,
511678,,,,,
512417,,,,,
512581,,,,,
512775,,,,,
512883,,,,,
512940,,,,,
512977,,,,,
513076,,,,,
514043,,,,,
514302,,,,,
514445,,,,,
514776,,,,,
514864,,,,,
515203,,,,,
515646,,,,,
515676,,,,,
516364,,,,,
516926,,,,,
517000,,,,,
517231,,,,,
517352,,,,,
518126,,,,,
518223,,,,,
518258,,,,,
518496,,,,,
519584,,,,,
519622,,,,,
520002,,,,,
520006,,,,,
520286,,,,,
520325,,,,,
521341,,,,,
521590,,,,,
521957,,,,,
522426,,,,,
522434,,,,,
522441,,,,,
522446,,,,,
522529,,,,,
522622,,,,,
522714,,,,,
522792,,,,,
522889,,,,,
522891,,,,,
522894,,,,,
522899,,,,,
523466,,,,,
523545,,,,,
523857,,,,,
523875,,,,,
523928,,,,,
524790,,,,,
525877,,,,,
525885,,,,,
525974,,,,,
526088,,,,,
526177,,,,,
526810,,,,,
527393,,,,,
527580,,,,,
527636,,,,,
527799,,,,,
528464,,,,,
529597,,,,,
530112,,,,,
530487,,,,,
530514,,,,,
530841,,,,,
531384,,,,,
531643,,,,,
532114,,,,,
532335,,,,,
532477,,,,,
532615,,,,,
532739,,,,,
532750,,,,,
532839,,,,,
532868,,,,,
532869,,,,,
533091,,,,,
533164,,,,,
533301,,,,,
534133,,,,,
534323,,,,,
534816,,,,,
534946,,,,,
534998,,,,,
535379,,,,,
535833,,,,,
536318,,,,,
536632,,,,,
536649,,,,,
536660,,,,,
536666,,,,,
536992,,,,,
538210,,,,,
540005,,,,,
540249,,,,,
540293,,,,,
540521,,,,,
540602,,,,,
540682,,,,,
541171,,,,,
541274,,,,,
541586,,,,,
541702,,,,,
542296,,,,,
542574,,,,,
542707,,,,,
543279,,,,,
543418,,,,,
543428,,,,,
544122,,,,,
544627,,,,,
545200,,,,,
545298,,,,,
545443,,,,,
545462,,,,,
546196,,,,,
546941,,,,,
547311,,,,,
547718,,,,,
548197,,,,,
548899,,,,,
549129,,,,,
549226,,,,,
549445,,,,,
549586,,,,,
549873,,,,,
549918,,,,,
550412,,,,,
550880,,,,,
550941,,,,,
551031,,,,,
551205,,,,,
551219,,,,,
551234,,,,,
551347,,,,,
551802,,,,,
551836,,,,,
552116,,,,,
552205,,,,,
552339,,,,,
552399,,,,,
552515,,,,,
552622,,,,,
553078,,,,,
553825,,,,,
553856,,,,,
554540,,,,,
555346,,,,,
555614,,,,,
555721,,,,,
556175,,,,,
556228,,,,,
556427,,,,,
556592,,,,,
556972,,,,,
557652,,,,,
558333,,,,,
558533,,,,,
558661,,,,,
23798,,,,,
27759,,,,,
31849,,,,,
37622,,,,,
38234,,,,,
47855,,,,,
48040,,,,,
52797,,,,,
52899,,,,,
55026,,,,,
56789,,,,,
57079,,,,,
73489,,,,,
74585,,,,,
80717,,,,,
84812,,,,,
86291,,,,,
90243,,,,,
96475,,,,,
97567,,,,,
98268,,,,,
98720,,,,,
105527,,,,,
105851,,,,,
105883,,,,,
106588,,,,,
108118,,,,,
109372,,,,,
109782,,,,,
111942,,,,,
119898,,,,,
123716,,,,,
124909,,,,,
128889,,,,,
132626,,,,,
134563,,,,,
138289,,,,,
139549,,,,,
141949,,,,,
146165,,,,,
151917,,,,,
153704,,,,,
154011,,,,,
156311,,,,,
157060,,,,,
157795,,,,,
161491,,,,,
169213,,,,,
174222,,,,,
174487,,,,,
178963,,,,,
188026,,,,,
191269,,,,,
195096,,,,,
195938,,,,,
197240,,,,,
197759,,,,,
199029,,,,,
199663,,,,,
203640,,,,,
205788,,,,,
227416,,,,,
230081,,,,,
233317,,,,,
233752,,,,,
233957,,,,,
240993,,,,,
242893,,,,,
243851,,,,,
243992,,,,,
245987,,,,,
247902,,,,,
248653,,,,,
248716,,,,,
252257,,,,,
253577,,,,,
256998,,,,,
258035,,,,,
260179,,,,,
261466,,,,,
262639,,,,,
264152,,,,,
264744,,,,,
266331,,,,,
266564,,,,,
268589,,,,,
269082,,,,,
269204,,,,,
270646,,,,,
274247,,,,,
274971,,,,,
276925,,,,,
277812,,,,,
278272,,,,,
278794,,,,,
284906,,,,,
285050,,,,,
286402,,,,,
287107,,,,,
287309,,,,,
290089,,,,,
291544,,,,,
292537,,,,,
293712,,,,,
293754,,,,,
293760,,,,,
301987,,,,,
305935,,,,,
306964,,,,,
310933,,,,,
315105,,,,,
316076,,,,,
318848,,,,,
319618,,,,,
320051,,,,,
320757,,,,,
323090,,,,,
323606,,,,,
325887,,,,,
329030,,,,,
329192,,,,,
333651,,,,,
336478,,,,,
337151,,,,,
338741,,,,,
339494,,,,,
339608,,,,,
340911,,,,,
340965,,,,,
342685,,,,,
344568,,,,,
349554,,,,,
349675,,,,,
352112,,,,,
352688,,,,,
354779,,,,,
364073,,,,,
364871,,,,,
365169,,,,,
365631,,,,,
366524,,,,,
367433,,,,,
368077,,,,,
369986,,,,,
370859,,,,,
371530,,,,,
372658,,,,,
373848,,,,,
374038,,,,,
375960,,,,,
379210,,,,,
380240,,,,,
381541,,,,,
381669,,,,,
382920,,,,,
382979,,,,,
383303,,,,,
383571,,,,,
385820,,,,,
386889,,,,,
388052,,,,,
388432,,,,,
388975,,,,,
389101,,,,,
389471,,,,,
390958,,,,,
392060,,,,,
392281,,,,,
393327,,,,,
395073,,,,,
396114,,,,,
398067,,,,,
398525,,,,,
398891,,,,,
398956,,,,,
404269,,,,,
404671,,,,,
404708,,,,,
405945,,,,,
408975,,,,,
409930,,,,,
410052,,,,,
410281,,,,,
410357,,,,,
410537,,,,,
410842,,,,,
411642,,,,,
414028,,,,,
414350,,,,,
414495,,,,,
415216,,,,,
415698,,,,,
417657,,,,,
417785,,,,,
419375,,,,,
420163,,,,,
420724,,,,,
421018,,,,,
422223,,,,,
422479,,,,,
423399,,,,,
424539,,,,,
425817,,,,,
426458,,,,,
427921,,,,,
428323,,,,,
428653,,,,,
429610,,,,,
430392,,,,,
430708,,,,,
432144,,,,,
432237,,,,,
433280,,,,,
433864,,,,,
434397,,,,,
434585,,,,,
438068,,,,,
438551,,,,,
439182,,,,,
440225,,,,,
440563,,,,,
440593,,,,,
442910,,,,,
444821,,,,,
445760,,,,,
446345,,,,,
447086,,,,,
447516,,,,,
464525,,,,,
466202,,,,,
466477,,,,,
466800,,,,,
469878,,,,,
470869,,,,,
471196,,,,,
471711,,,,,
472262,,,,,
472327,,,,,
476278,,,,,
477825,,,,,
478967,,,,,
479020,,,,,
479170,,,,,
479305,,,,,
479853,,,,,
480888,,,,,
481448,,,,,
482356,,,,,
482680,,,,,
482810,,,,,
483646,,,,,
483876,,,,,
484135,,,,,
484301,,,,,
484412,,,,,
485006,,,,,
485534,,,,,
485762,,,,,
485772,,,,,
486004,,,,,
486457,,,,,
487214,,,,,
487371,,,,,
487681,,,,,
488195,,,,,
488427,,,,,
489320,,,,,
489889,,,,,
490677,,,,,
490894,,,,,
491279,,,,,
491966,,,,,
492153,,,,,
492286,,,,,
492726,,,,,
493453,,,,,
493465,,,,,
494214,,,,,
494471,,,,,
494789,,,,,
495035,,,,,
495449,,,,,
495509,,,,,
495625,,,,,
495879,,,,,
495913,,,,,
496334,,,,,
496442,,,,,
497130,,,,,
497632,,,,,
498543,,,,,
498635,,,,,
498755,,,,,
499624,,,,,
500016,,,,,
500135,,,,,
500552,,,,,
500668,,,,,
501208,,,,,
501637,,,,,
503322,,,,,
503516,,,,,
503804,,,,,
503878,,,,,
504022,,,,,
504466,,,,,
504635,,,,,
505413,,,,,
506185,,,,,
506804,,,,,
507016,,,,,
507279,,,,,
508028,,,,,
508079,,,,,
508759,,,,,
509236,,,,,
509607,,,,,
509913,,,,,
510149,,,,,
510868,,,,,
511678,,,,,
512417,,,,,
512775,,,,,
512883,,,,,
512940,,,,,
512977,,,,,
514043,,,,,
514302,,,,,
514445,,,,,
514776,,,,,
514864,,,,,
515203,,,,,
515646,,,,,
515676,,,,,
516364,,,,,
517000,,,,,
517231,,,,,
517352,,,,,
518126,,,,,
518223,,,,,
518258,,,,,
518496,,,,,
519294,,,,,
519584,,,,,
519622,,,,,
520002,,,,,
520006,,,,,
520024,,,,,
520286,,,,,
520325,,,,,
521341,,,,,
521509,,,,,
521590,,,,,
521895,,,,,
522426,,,,,
522434,,,,,
522441,,,,,
522446,,,,,
522529,,,,,
522622,,,,,
522714,,,,,
522792,,,,,
522889,,,,,
522891,,,,,
522894,,,,,
522899,,,,,
523466,,,,,
523545,,,,,
523655,,,,,
523857,,,,,
523875,,,,,
523928,,,,,
524790,,,,,
525885,,,,,
525974,,,,,
526088,,,,,
526177,,,,,
526810,,,,,
527393,,,,,
527580,,,,,
527636,,,,,
527799,,,,,
528464,,,,,
529597,,,,,
530112,,,,,
530487,,,,,
530514,,,,,
530841,,,,,
531384,,,,,
531643,,,,,
532335,,,,,
532477,,,,,
532615,,,,,
532739,,,,,
532750,,,,,
532839,,,,,
532868,,,,,
532869,,,,,
533091,,,,,
533164,,,,,
533301,,,,,
534133,,,,,
534323,,,,,
534816,,,,,
534946,,,,,
534998,,,,,
535379,,,,,
535833,,,,,
536318,,,,,
536632,,,,,
536649,,,,,
536660,,,,,
536666,,,,,
536852,,,,,
536992,,,,,
538210,,,,,
540005,,,,,
540249,,,,,
540293,,,,,
540521,,,,,
540602,,,,,
540682,,,,,
541274,,,,,
541586,,,,,
541702,,,,,
542296,,,,,
542574,,,,,
542707,,,,,
543279,,,,,
543428,,,,,
544122,,,,,
545200,,,,,
545298,,,,,
545443,,,,,
545462,,,,,
546196,,,,,
546941,,,,,
547311,,,,,
547718,,,,,
548197,,,,,
548899,,,,,
549129,,,,,
549226,,,,,
549445,,,,,
549586,,,,,
549873,,,,,
549918,,,,,
550412,,,,,
550880,,,,,
550941,,,,,
551031,,,,,
551205,,,,,
551219,,,,,
551234,,,,,
551347,,,,,
551802,,,,,
551836,,,,,
552116,,,,,
552205,,,,,
552339,,,,,
552399,,,,,
552515,,,,,
552622,,,,,
553078,,,,,
553825,,,,,
553856,,,,,
554314,,,,,
554540,,,,,
555346,,,,,
555614,,,,,
555721,,,,,
556089,,,,,
556175,,,,,
556228,,,,,
556592,,,,,
556972,,,,,
557652,,,,,
558333,,,,,
558533,,,,,
558661,,,,,
558962,,,,,
559382,,,,,
559414,,,,,
559584,,,,,
559851,,,,,
560074,,,,,
560567,,,,,
560676,,,,,
561312,,,,,
561457,,,,,
561534,,,,,
561591,,,,,
561640,,,,,
561841,,,,,
562090,,,,,
562270,,,,,
563374,,,,,
563706,,,,,
563733,,,,,
563735,,,,,
563769,,,,,
563794,,,,,
564105,,,,,
564129,,,,,
564144,,,,,
564245,,,,,
564268,,,,,
564596,,,,,
564626,,,,,
564792,,,,,
564898,,,,,
565393,,,,,
565513,,,,,
565582,,,,,
565607,,,,,
565715,,,,,
565888,,,,,
565919,,,,,
566133,,,,,
566339,,,,,
566346,,,,,
566369,,,,,
566392,,,,,
566407,,,,,
566720,,,,,
566813,,,,,
566814,,,,,
567033,,,,,
567160,,,,,
567363,,,,,
567402,,,,,
567429,,,,,
567500,,,,,
567627,,,,,
567754,,,,,
567915,,,,,
567958,,,,,
567979,,,,,
568074,,,,,
568474,,,,,
568502,,,,,
568533,,,,,
569035,,,,,
569141,,,,,
569854,,,,,
569862,,,,,
569930,,,,,
570137,,,,,
570157,,,,,
570168,,,,,
570271,,,,,
570287,,,,,
570351,,,,,
570623,,,,,
570759,,,,,
570783,,,,,
570864,,,,,
571083,,,,,
571503,,,,,
571516,,,,,
571554,,,,,
571681,,,,,
571693,,,,,
571779,,,,,
571871,,,,,
571885,,,,,
571907,,,,,
572051,,,,,
572067,,,,,
572103,,,,,
572163,,,,,
572416,,,,,
572436,,,,,
572504,,,,,
572508,,,,,
572514,,,,,
572733,,,,,
572739,,,,,
572752,,,,,
572765,,,,,
572898,,,,,
573043,,,,,
573063,,,,,
573208,,,,,
573225,,,,,
573411,,,,,
573433,,,,,
573453,,,,,
573519,,,,,
573578,,,,,
573654,,,,,
573777,,,,,
573790,,,,,
573821,,,,,
573831,,,,,
573893,,,,,
573986,,,,,
574002,,,,,
574065,,,,,
574125,,,,,
574194,,,,,
574212,,,,,
574250,,,,,
574320,,,,,
574348,,,,,
574549,,,,,
574648,,,,,
574708,,,,,
574766,,,,,
574973,,,,,
575018,,,,,
575089,,,,,
575100,,,,,
575124,,,,,
575281,,,,,
575290,,,,,
575387,,,,,
575560,,,,,
575681,,,,,
575929,,,,,
575930,,,,,
576158,,,,,
576483,,,,,
576524,,,,,
576600,,,,,
576841,,,,,
576882,,,,,
576935,,,,,
576940,,,,,
576946,,,,,
576981,,,,,
577069,,,,,
577096,,,,,
577099,,,,,
577256,,,,,
577280,,,,,
577286,,,,,
577347,,,,,
577376,,,,,
577498,,,,,
577648,,,,,
577824,,,,,
577914,,,,,
577915,,,,,
577980,,,,,
578030,,,,,
578109,,,,,
578197,,,,,
578447,,,,,
578546,,,,,
578578,,,,,
578600,,,,,
578676,,,,,
578717,,,,,
579279,,,,,
579316,,,,,
579549,,,,,
579571,,,,,
579575,,,,,
579619,,,,,
579762,,,,,
580094,,,,,
580346,,,,,
580360,,,,,
580412,,,,,
580540,,,,,
580592,,,,,
580612,,,,,
580646,,,,,
580684,,,,,
580880,,,,,
580883,,,,,
580960,,,,,
580975,,,,,
581139,,,,,
581235,,,,,
581305,,,,,
581431,,,,,
581530,,,,,
581586,,,,,
581657,,,,,
582123,,,,,
582190,,,,,
582218,,,,,
582301,,,,,
582305,,,,,
582333,,,,,
582390,,,,,
582394,,,,,
582406,,,,,
582446,,,,,
582474,,,,,
582574,,,,,
582578,,,,,
582636,,,,,
582650,,,,,
582833,,,,,
582878,,,,,
582940,,,,,
582958,,,,,
582975,,,,,
583012,,,,,
583039,,,,,
583098,,,,,
583113,,,,,
583170,,,,,
583191,,,,,
583433,,,,,
583459,,,,,
583473,,,,,
583609,,,,,
583645,,,,,
583708,,,,,
583964,,,,,
583970,,,,,
583977,,,,,
584042,,,,,
584178,,,,,
584325,,,,,
584408,,,,,
584580,,,,,
584611,,,,,
584766,,,,,
584813,,,,,
585170,,,,,
585200,,,,,
585212,,,,,
585603,,,,,
585611,,,,,
585644,,,,,
585652,,,,,
585693,,,,,
585779,,,,,
585816,,,,,
586078,,,,,
586145,,,,,
586165,,,,,
586346,,,,,
586416,,,,,
586440,,,,,
586535,,,,,
586720,,,,,
586742,,,,,
586928,,,,,
586996,,,,,
587192,,,,,
587223,,,,,
587297,,,,,
587418,,,,,
587423,,,,,
587564,,,,,
587702,,,,,
587722,,,,,
587732,,,,,
587754,,,,,
587755,,,,,
587810,,,,,
587923,,,,,
587961,,,,,
587985,,,,,
588117,,,,,
588265,,,,,
588321,,,,,
588355,,,,,
588642,,,,,
588883,,,,,
588910,,,,,
589067,,,,,
589123,,,,,
589296,,,,,
589302,,,,,
589411,,,,,
589508,,,,,
589509,,,,,
589903,,,,,
589950,,,,,
590202,,,,,
590231,,,,,
590308,,,,,
590325,,,,,
590360,,,,,
590362,,,,,
590372,,,,,
590667,,,,,
590931,,,,,
590994,,,,,
591030,,,,,
591223,,,,,
591273,,,,,
591299,,,,,
591410,,,,,
591414,,,,,
591420,,,,,
591501,,,,,
591518,,,,,
591558,,,,,
591574,,,,,
591589,,,,,
591591,,,,,
591787,,,,,
591820,,,,,
591978,,,,,
592147,,,,,
592205,,,,,
592290,,,,,
592317,,,,,
592322,,,,,
592441,,,,,
592471,,,,,
592480,,,,,
592496,,,,,
592618,,,,,
592624,,,,,
592772,,,,,
592815,,,,,
592854,,,,,
592900,,,,,
593023,,,,,
593081,,,,,
593385,,,,,
593421,,,,,
593427,,,,,
593444,,,,,
593510,,,,,
593513,,,,,
593514,,,,,
593593,,,,,
593631,,,,,
593685,,,,,
593692,,,,,
593694,,,,,
593695,,,,,
593711,,,,,
593712,,,,,
593727,,,,,
593743,,,,,
593798,,,,,
593871,,,,,
593875,,,,,
593898,,,,,
593900,,,,,
594015,,,,,
594056,,,,,
594456,,,,,
594468,,,,,
594497,,,,,
594529,,,,,
594677,,,,,
594693,,,,,
594762,,,,,
594776,,,,,
594845,,,,,
594928,,,,,
595103,,,,,
595138,,,,,
595241,,,,,
595295,,,,,
595298,,,,,
595345,,,,,
595436,,,,,
595499,,,,,
595570,,,,,
595672,,,,,
595818,,,,,
595854,,,,,
595874,,,,,
595925,,,,,
596017,,,,,
596041,,,,,
596107,,,,,
596108,,,,,
596114,,,,,
596144,,,,,
596242,,,,,
596305,,,,,
596372,,,,,
596390,,,,,
596417,,,,,
596451,,,,,
596535,,,,,
596596,,,,,
596847,,,,,
596892,,,,,
596897,,,,,
596964,,,,,
597050,,,,,
597102,,,,,
597286,,,,,
597301,,,,,
597689,,,,,
597742,,,,,
597790,,,,,
597866,,,,,
597878,,,,,
597886,,,,,
597894,,,,,
598000,,,,,
598230,,,,,
598243,,,,,
598253,,,,,
598462,,,,,
598623,,,,,
598709,,,,,
598865,,,,,
598883,,,,,
598907,,,,,
598914,,,,,
598969,,,,,
598986,,,,,
599037,,,,,
599230,,,,,
599739,,,,,
599748,,,,,
599785,,,,,
599787,,,,,
599794,,,,,
599836,,,,,
599840,,,,,
599895,,,,,
599908,,,,,
600121,,,,,
600279,,,,,
600370,,,,,
600490,,,,,
600684,,,,,
600740,,,,,
600771,,,,,
600856,,,,,
600966,,,,,
601243,,,,,
601251,,,,,
601269,,,,,
601346,,,,,
601455,,,,,
601497,,,,,
601499,,,,,
601504,,,,,
601505,,,,,
601551,,,,,
601635,,,,,
601655,,,,,
601885,,,,,
601887,,,,,
601896,,,,,
601934,,,,,
602009,,,,,
602014,,,,,
602066,,,,,
602147,,,,,
602245,,,,,
602395,,,,,
602458,,,,,
602496,,,,,
602826,,,,,
603012,,,,,
603035,,,,,
603036,,,,,
603038,,,,,
603123,,,,,
603165,,,,,
603210,,,,,
603270,,,,,
603287,,,,,
603398,,,,,
603440,,,,,
603446,,,,,
603601,,,,,
603627,,,,,
603661,,,,,
603908,,,,,
603912,,,,,
604095,,,,,
604116,,,,,
604147,,,,,
604151,,,,,
604154,,,,,
604187,,,,,
604200,,,,,
604238,,,,,
604292,,,,,
604315,,,,,
604356,,,,,
604543,,,,,
604556,,,,,
604917,,,,,
604919,,,,,
604921,,,,,
604932,,,,,
604939,,,,,
604942,,,,,
604966,,,,,
604982,,,,,
605009,,,,,
605102,,,,,
605207,,,,,
605246,,,,,
605255,,,,,
605438,,,,,
605594,,,,,
605679,,,,,
605832,,,,,
605854,,,,,
605916,,,,,
605930,,,,,
606097,,,,,
606179,,,,,
606194,,,,,
606229,,,,,
606355,,,,,
606410,,,,,
606412,,,,,
606414,,,,,
606420,,,,,
606422,,,,,
606450,,,,,
606458,,,,,
606465,,,,,
606546,,,,,
606562,,,,,
606572,,,,,
606697,,,,,
607097,,,,,
607300,,,,,
607398,,,,,
607493,,,,,
607642,,,,,
607699,,,,,
607725,,,,,
607735,,,,,
607778,,,,,
607804,,,,,
607887,,,,,
607889,,,,,
607892,,,,,
607909,,,,,
607914,,,,,
607937,,,,,
608000,,,,,
608041,,,,,
608047,,,,,
608264,,,,,
608419,,,,,
608578,,,,,
608623,,,,,
608647,,,,,
608766,,,,,
609046,,,,,
609047,,,,,
609307,,,,,
609704,,,,,
609804,,,,,
609811,,,,,
609812,,,,,
609815,,,,,
609817,,,,,
609864,,,,,
609871,,,,,
610032,,,,,
610059,,,,,
610260,,,,,
610362,,,,,
610428,,,,,
610553,,,,,
610725,,,,,
610745,,,,,
610750,,,,,
610763,,,,,
610780,,,,,
610906,,,,,
611012,,,,,
611017,,,,,
611023,,,,,
611060,,,,,
611228,,,,,
611268,,,,,
611315,,,,,
611383,,,,,
611531,,,,,
611688,,,,,
611690,,,,,
612210,,,,,
612217,,,,,
612252,,,,,
612255,,,,,
612355,,,,,
612361,,,,,
612484,,,,,
612488,,,,,
612517,,,,,
612656,,,,,
612658,,,,,
612661,,,,,
612684,,,,,
612757,,,,,
612891,,,,,
613158,,,,,
613160,,,,,
613164,,,,,
613171,,,,,
613173,,,,,
613177,,,,,
613196,,,,,
613200,,,,,
613203,,,,,
613208,,,,,
613293,,,,,
613418,,,,,
613735,,,,,
613738,,,,,
614013,,,,,
614072,,,,,
614495,,,,,
614546,,,,,
614556,,,,,
615127,,,,,
616735,,,,,
617116,,,,,
617472,,,,,
619082,,,,,
619941,,,,,
1105438,,,,,
1170618,,,,,
1340766,,,,,
1399285,,,,,
1405594,,,,,
1411627,,,,,
1421720,,,,,
1440341,,,,,
1467014,,,,,
1503056,,,,,
1536774,,,,,
1541133,,,,,
1594621,,,,,
1624707,,,,,
1627017,,,,,
1695710,,,,,
1726951,,,,,
1778145,,,,,
1797168,,,,,
1886295,,,,,
1889565,,,,,
1903677,,,,,
1910175,,,,,
1939695,,,,,
1941248,,,,,
1946308,,,,,
1998790,,,,,
2001687,,,,,
2002046,,,,,
2006283,,,,,
2029037,,,,,
2034300,,,,,
2061889,,,,,
2062995,,,,,
2078479,,,,,
2078768,,,,,
2083576,,,,,
2095379,,,,,
2111015,,,,,
2115711,,,,,
2128304,,,,,
2132966,,,,,
2140444,,,,,
2147929,,,,,
2160453,,,,,
2164944,,,,,
2174835,,,,,
2187146,,,,,
2214631,,,,,
2226301,,,,,
2229783,,,,,
2280314,,,,,
2284583,,,,,
2299338,,,,,
2320306,,,,,
2334319,,,,,
2338586,,,,,
2356809,,,,,
2363875,,,,,
2390117,,,,,
2392824,,,,,
2400851,,,,,
2411595,,,,,
2415414,,,,,
2416774,,,,,
2420909,,,,,
2425156,,,,,
2444641,,,,,
2451269,,,,,
2452289,,,,,
2455066,,,,,
2455578,,,,,
2463213,,,,,
2463950,,,,,
2464683,,,,,
2468280,,,,,
2468706,,,,,
2473780,,,,,
2510414,,,,,
2514379,,,,,
2529306,,,,,
2532647,,,,,
2539858,,,,,
2540724,,,,,
2544448,,,,,
2553890,,,,,
2564744,,,,,
2567158,,,,,
2575994,,,,,
2578802,,,,,
2579673,,,,,
2583791,,,,,
2584834,,,,,
2585937,,,,,
2587329,,,,,
2588742,,,,,
2591421,,,,,
2607641,,,,,
2617839,,,,,
2619107,,,,,
2638377,,,,,
2638818,,,,,
2642717,,,,,
2680344,,,,,
2680885,,,,,
2691100,,,,,
2691566,,,,,
1105438,,,,,
1170618,,,,,
1340766,,,,,
1399285,,,,,
1405594,,,,,
1421720,,,,,
1440341,,,,,
1467014,,,,,
1503056,,,,,
1536774,,,,,
1541133,,,,,
1594621,,,,,
1624707,,,,,
1627017,,,,,
1695710,,,,,
1726951,,,,,
1731564,,,,,
1778145,,,,,
1797168,,,,,
1886295,,,,,
1889565,,,,,
1903677,,,,,
1910175,,,,,
1939695,,,,,
1941248,,,,,
1946308,,,,,
2001687,,,,,
2002046,,,,,
2006283,,,,,
2029037,,,,,
2034300,,,,,
2061889,,,,,
2062995,,,,,
2072166,,,,,
2078479,,,,,
2078768,,,,,
2083576,,,,,
2095379,,,,,
2111015,,,,,
2115711,,,,,
2128304,,,,,
2132966,,,,,
2140444,,,,,
2160453,,,,,
2164944,,,,,
2174835,,,,,
2187146,,,,,
2196054,,,,,
2214631,,,,,
2226301,,,,,
2271644,,,,,
2280314,,,,,
2284583,,,,,
2299338,,,,,
2320306,,,,,
2334319,,,,,
2338586,,,,,
2356809,,,,,
2363875,,,,,
2390117,,,,,
2392824,,,,,
2400851,,,,,
2411595,,,,,
2415414,,,,,
2416774,,,,,
2420909,,,,,
2425156,,,,,
2444641,,,,,
2451269,,,,,
2452289,,,,,
2455066,,,,,
2455578,,,,,
2463213,,,,,
2463950,,,,,
2464683,,,,,
2468280,,,,,
2468706,,,,,
2473780,,,,,
2510414,,,,,
2512392,,,,,
2514379,,,,,
2529306,,,,,
2532647,,,,,
2539858,,,,,
2540724,,,,,
2553890,,,,,
2564744,,,,,
2567158,,,,,
2575994,,,,,
2578802,,,,,
2583791,,,,,
2584834,,,,,
2585937,,,,,
2587329,,,,,
2588742,,,,,
2591421,,,,,
2607641,,,,,
2617839,,,,,
2619107,,,,,
2638377,,,,,
2638818,,,,,
2642717,,,,,
2680344,,,,,
2680885,,,,,
2691100,,,,,
2691566,,,,,
23798,,,,,
27759,,,,,
30091,,,,,
31849,,,,,
37622,,,,,
38234,,,,,
47855,,,,,
48040,,,,,
48503,,,,,
52797,,,,,
55026,,,,,
56789,,,,,
57079,,,,,
73489,,,,,
74585,,,,,
80717,,,,,
84812,,,,,
86291,,,,,
90243,,,,,
97567,,,,,
98268,,,,,
98720,,,,,
105527,,,,,
105851,,,,,
105883,,,,,
106588,,,,,
109372,,,,,
111942,,,,,
119898,,,,,
123716,,,,,
124909,,,,,
128889,,,,,
131051,,,,,
134563,,,,,
138289,,,,,
139549,,,,,
141949,,,,,
146165,,,,,
146600,,,,,
151917,,,,,
154011,,,,,
156311,,,,,
157060,,,,,
161491,,,,,
169213,,,,,
174222,,,,,
174487,,,,,
178963,,,,,
188026,,,,,
191269,,,,,
195096,,,,,
195938,,,,,
197412,,,,,
197759,,,,,
199029,,,,,
199663,,,,,
203640,,,,,
205788,,,,,
227416,,,,,
230081,,,,,
233317,,,,,
233752,,,,,
233957,,,,,
234929,,,,,
240993,,,,,
243851,,,,,
243992,,,,,
245987,,,,,
247902,,,,,
248653,,,,,
248716,,,,,
252257,,,,,
253577,,,,,
256998,,,,,
258035,,,,,
260179,,,,,
261466,,,,,
262639,,,,,
264152,,,,,
264744,,,,,
266331,,,,,
266564,,,,,
268589,,,,,
269082,,,,,
269204,,,,,
270646,,,,,
274247,,,,,
274971,,,,,
277812,,,,,
278272,,,,,
278794,,,,,
284906,,,,,
285050,,,,,
286402,,,,,
287107,,,,,
287309,,,,,
287679,,,,,
290089,,,,,
291544,,,,,
292537,,,,,
293712,,,,,
293754,,,,,
293760,,,,,
301987,,,,,
305935,,,,,
306964,,,,,
310933,,,,,
315105,,,,,
316076,,,,,
318848,,,,,
319618,,,,,
320051,,,,,
320757,,,,,
323090,,,,,
323606,,,,,
325887,,,,,
329030,,,,,
329192,,,,,
336478,,,,,
337151,,,,,
339494,,,,,
